G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"240.0","main.cluster index_upperinput":"240.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.1829	5.1829	0	N/A	N/A	29254015.771915216	57	240	2	57	313.2729	1	313.2729	29254015.771915216
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"247.0","main.cluster index_upperinput":"247.0"}	This Node is a Singleton	N/A	N/A	N/A	4.9150	4.9150	0	N/A	N/A	15281832.98946751	47	247	-1	47	537.3021	1	537.3021	15281832.98946751
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"251.0","main.cluster index_upperinput":"251.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=ab918866206941ff8683138e0d31e807&show=true	InChI=1S/C19H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h18,20-21H,2-17H2,1H3/t18-/m0/s1	Spectral Match to 1-Hexadecanoyl-sn-glycerol from NIST14	0.954095	5.1854	5.1854	0	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)O	CCMSLIB00003137910	23529551.506625254	57	251	2	57	331.2833	1	331.2833	23529551.506625254
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"253.0","main.cluster index_upperinput":"253.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=22&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	3.7568	3.7568	0	N/A	N/A	865395.369465625	3	253	22	3	1001.4165	1	1001.4165	865395.369465625
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"254.0","main.cluster index_upperinput":"254.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	6.7044	6.7044	0	N/A	N/A	7733403.375677807	14	254	12	14	791.5262	1	791.5262	7733403.375677807
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"263.0","main.cluster index_upperinput":"263.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	6.7071	6.7071	0	N/A	N/A	14382342.299837073	48	263	2	48	589.4808	1	589.4808	14382342.299837073
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"266.0","main.cluster index_upperinput":"266.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	3.7660	3.7660	0	N/A	N/A	1084983.1242391802	3	266	27	3	977.4146	1	977.4146	1084983.1242391802
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"267.0","main.cluster index_upperinput":"267.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=59&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	6.9468	6.9468	0	N/A	N/A	55728022.48385396	47	267	59	47	653.2957	1	653.2957	55728022.48385396
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"269.0","main.cluster index_upperinput":"269.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	7.3466	7.3466	0	N/A	N/A	15988026.745595785	49	269	2	49	770.5762	1	770.5762	15988026.745595785
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"270.0","main.cluster index_upperinput":"270.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=22&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	3.7660	3.7660	0	N/A	N/A	818932.807241429	3	270	22	3	937.4215	1	937.4215	818932.807241429
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"273.0","main.cluster index_upperinput":"273.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	3.7568	3.7568	0	N/A	N/A	784381.700160334	3	273	27	3	1041.4095	1	1041.4095	784381.700160334
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"275.0","main.cluster index_upperinput":"275.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=22&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	3.7016	3.7016	0	N/A	N/A	469104.184335939	3	275	22	3	981.4710	1	981.4710	469104.184335939
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"276.0","main.cluster index_upperinput":"276.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.1849	5.1849	0	N/A	N/A	16857419.2556047	57	276	2	57	239.2362	1	239.2362	16857419.2556047
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"278.0","main.cluster index_upperinput":"278.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.6574	5.6574	0	N/A	N/A	5386886.655230561	26	278	2	26	291.2310	1	291.2310	5386886.655230561
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"279.0","main.cluster index_upperinput":"279.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	3.7016	3.7016	0	N/A	N/A	524945.7086929979	3	279	27	3	1021.4625	1	1021.4625	524945.7086929979
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"282.0","main.cluster index_upperinput":"282.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=91&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	6.3503	6.3503	0	N/A	N/A	29657064.03889029	54	282	91	54	551.4235	1	551.4235	29657064.03889029
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"285.0","main.cluster index_upperinput":"285.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=ab918866206941ff8683138e0d31e807&show=true	N/A	Spectral Match to Monolinolenin (9c,12c,15c) from NIST14	0.8141510000000001	4.9083	4.9083	0	N/A	CCMSLIB00003137660	8466229.96233034	36	285	2	36	353.2675	1	353.2675	8466229.96233034
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"286.0","main.cluster index_upperinput":"286.0"}	This Node is a Singleton	N/A	N/A	N/A	6.8205	6.8205	0	N/A	N/A	13417513.598684886	47	286	-1	47	645.2668	1	645.2668	13417513.598684886
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"287.0","main.cluster index_upperinput":"287.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=ab918866206941ff8683138e0d31e807&show=true	N/A	Pheophytin a	0.9239860000000001	7.2618	7.2618	0	N/A	CCMSLIB00006678135	18928456.295279738	33	287	83	33	871.5714	1	871.5714	18928456.295279738
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"288.0","main.cluster index_upperinput":"288.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	6.8749	6.8749	0	N/A	N/A	10561418.456958495	36	288	12	36	937.5842	1	937.5842	10561418.456958495
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"290.0","main.cluster index_upperinput":"290.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=22&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	3.3704	3.3704	0	N/A	N/A	423040.955595469	3	290	22	3	939.4582	1	939.4582	423040.955595469
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"291.0","main.cluster index_upperinput":"291.0"}	This Node is a Singleton	N/A	N/A	N/A	5.0835	5.0835	0	N/A	N/A	4731061.20808053	31	291	-1	31	539.3177	1	539.3177	4731061.20808053
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"292.0","main.cluster index_upperinput":"292.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	6.8627	6.8627	0	N/A	N/A	7661488.755256002	30	292	2	30	932.6285	1	932.6285	7661488.755256002
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"294.0","main.cluster index_upperinput":"294.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=62&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.2747	5.2747	0	N/A	N/A	554009.009520345	3	294	62	3	325.2268	1	325.2268	554009.009520345
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"297.0","main.cluster index_upperinput":"297.0"}	This Node is a Singleton	N/A	N/A	N/A	5.6887	5.6887	0	N/A	N/A	688354.420392839	3	297	-1	3	1064.6135	1	1064.6135	688354.420392839
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"298.0","main.cluster index_upperinput":"298.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=67&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	3.5084	3.5084	0	N/A	N/A	635008.344605656	3	298	67	3	1624.7964	2	812.8982	635008.344605656
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"299.0","main.cluster index_upperinput":"299.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	7.4834	7.4834	0	N/A	N/A	3550167.0828396576	23	299	12	23	777.5462	1	777.5462	3550167.0828396576
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"300.0","main.cluster index_upperinput":"300.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	6.4306	6.4306	0	N/A	N/A	6273692.126729231	13	300	12	13	807.5203	1	807.5203	6273692.126729231
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"302.0","main.cluster index_upperinput":"302.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=90&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	4.7917	4.7917	0	N/A	N/A	13677718.013211325	28	302	90	28	495.1899	1	495.1899	13677718.013211325
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"303.0","main.cluster index_upperinput":"303.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=71&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	4.5835	4.5835	0	N/A	N/A	3315971.4815568896	21	303	71	21	699.3543	1	699.3543	3315971.4815568896
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"305.0","main.cluster index_upperinput":"305.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=48&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	6.8437	6.8437	0	N/A	N/A	26563643.86137324	56	305	48	56	568.4253	1	568.4253	26563643.86137324
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"307.0","main.cluster index_upperinput":"307.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	7.3332	7.3332	0	N/A	N/A	12372236.232716246	45	307	2	45	591.4966	1	591.4966	12372236.232716246
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"310.0","main.cluster index_upperinput":"310.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=62&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.6519	5.6519	0	N/A	N/A	550150.75585171	3	310	62	3	347.2109	1	347.2109	550150.75585171
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"311.0","main.cluster index_upperinput":"311.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=ab918866206941ff8683138e0d31e807&show=true	InChI=1S/C19H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h18,20-21H,2-17H2,1H3/t18-/m0/s1	Spectral Match to 1-Hexadecanoyl-sn-glycerol from NIST14	0.952844	4.8062	4.8062	0	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)O	CCMSLIB00003137910	8416852.717420334	57	311	2	57	331.2832	1	331.2832	8416852.717420334
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"312.0","main.cluster index_upperinput":"312.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	4.8060	4.8060	0	N/A	N/A	6169574.465182573	39	312	2	39	672.4151	1	672.4151	6169574.465182573
