BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
19-197_neg_A_c165.region001	c_000000000165	c_000000000165	T1PKS.NRPS	PKS-NRP_Hybrids		
19-197_neg_A_c1710.region001	c_000000001710	c_000000001710	NRPS-like.T3PKS.T1PKS	PKS-NRP_Hybrids		
19-251_neg_A_c5428.region001	c_000000005428	c_000000005428	NRPS-like.T1PKS.T3PKS	PKS-NRP_Hybrids		
19-338_neg_A_c1352.region001	c_000000001352	c_000000001352	NRPS-like.T1PKS	PKS-NRP_Hybrids		
19-338_neg_A_c5166.region001	c_000000005166	c_000000005166	T1PKS.NRPS	PKS-NRP_Hybrids		
19-388_neg_A_c1527.region001	c_000000001527	c_000000001527	NRPS-like.T1PKS.T3PKS	PKS-NRP_Hybrids		
19-388_neg_A_c656.region001	c_000000000656	c_000000000656	T1PKS.NRPS	PKS-NRP_Hybrids		
19-41.2_neg_A_c1142.region001	c_000000001142	c_000000001142	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids		
19-41.2_neg_A_c1586.region001	c_000000001586	c_000000001586	T1PKS.NRPS.hglE-KS	PKS-NRP_Hybrids		
19-4_neg_A_c10937.region001	c_000000010937	c_000000010937	T1PKS.NRPS	PKS-NRP_Hybrids		
19-4_neg_A_c4680.region001	c_000000004680	c_000000004680	NRPS-like.T1PKS.T3PKS	PKS-NRP_Hybrids		
19-4_neg_A_c9712.region001	c_000000009712	c_000000009712	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids		
19-84_neg_A_c1417.region001	c_000000001417	c_000000001417	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids		
19-8_neg_A_c9506.region001	c_000000009506	c_000000009506	NRPS-like.T3PKS.T1PKS	PKS-NRP_Hybrids		
BGC0000014.1	BGC0000014.1	Polyangium cellulosum strain So ce10 histidine kinase response regulator gene, partial cds; hypothetical protein genes, complete cds; ambruticin gene cluster, complete sequence; and hypothetical protein genes, complete cds	NRPS-like.T1PKS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000020.1	BGC0000020.1	Actinosynnema pretiosum subsp. auranticum maytansinoid antitumor agent ansamitocin biosynthetic gene cluster I, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Actinosynnema pretiosum subsp. auranticum	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema
BGC0000034.1	BGC0000034.1	Streptomyces sp. FR-008 heptaene macrolide complex synthesis gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. FR-008	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000061.1	BGC0000061.1	Streptomyces sp. FR-008 heptaene macrolide complex synthesis gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. FR-008	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000062.1	BGC0000062.1	Gibberella moniliformis fumonisin biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Fusarium verticillioides	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0000063.1	BGC0000063.1	Fusarium oxysporum strain FRC O-1890 fumonisin biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Fusarium oxysporum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum species complex
BGC0000064.1	BGC0000064.1	Gibberella fujikuroi FUSS (fusA) gene, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Fusarium verticillioides	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0000066.1	BGC0000066.1	Streptomyces hygroscopicus strain NRRL 3602 geldanamycin biosynthesis gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000067.1	BGC0000067.1	Streptomyces hygroscopicus subsp. duamyceticus strain JCM4427 geldanamycin biosynthesis gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces hygroscopicus subsp. duamyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000074.1	BGC0000074.1	Streptomyces hygroscopicus strain AM 3672 herbimycin polyketide biosynthetic gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000075.1	BGC0000075.1	Streptomyces sp. LZ35 hygrocin biosynthetic gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. LZ35	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000090.1	BGC0000090.1	Actinosynnema pretiosum subsp. pretiosum strain ATCC 31280 macbecin biosynthesis gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Actinosynnema pretiosum subsp. pretiosum	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema
BGC0000091.1	BGC0000091.1	Streptomyces sp. CNQ-617 marineosin biosynthetic gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. CNQ-617	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000106.1	BGC0000106.1	Streptomyces sp. CS naphthomycin biosynthetic gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. CS	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000108.1	BGC0000108.1	Streptomyces chattanoogensis strain L10 natamycin biosynthetic gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces chattanoogensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000122.1	BGC0000122.1	Nannocystis pusilla strain B150 phenylnannolone gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Nannocystis pusilla	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Nannocystaceae,Nannocystis
BGC0000125.1	BGC0000125.1	Streptomyces natalensis pimaricin biosynthetic gene cluster	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces natalensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000136.1	BGC0000136.1	Amycolatopsis mediterranei rifamycin biosynthetic gene cluster	NRPS-like.T1PKS	PKS-NRP_Hybrids	Amycolatopsis mediterranei S699	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000137.1	BGC0000137.1	Salinispora arenicola CNS-205, complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids	Salinispora arenicola CNS-205	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000138.1	BGC0000138.1	Streptomyces diastaticus polyketide rim gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces diastaticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000145.1	BGC0000145.1	Salinispora tropica strain CNB-476 salinosporamide A biosynthetic gene cluster, partial sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Salinispora tropica	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000150.1	BGC0000150.1	Salinispora tropica CNB-440, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000178.1	BGC0000178.1	Chitinophaga sancti major facilitator superfamily protein gene, complete cds; and biosynthesis gene cluster, complete sequence	transAT-PKS.T3PKS.PKS-like.transAT-PKS-like.NRPS-like	PKS-NRP_Hybrids	Chitinophaga sancti	Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga
BGC0000180.1	BGC0000180.1	Legionella parisiensis strain ATCC 35299 lgl gene cluster, complete sequence	NRPS-like.transAT-PKS-like	PKS-NRP_Hybrids	Legionella parisiensis	Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
BGC0000186.1	BGC0000186.1	Burkholderia thailandensis E264 chromosome II, complete sequence	transAT-PKS.PKS-like.transAT-PKS-like.NRPS	PKS-NRP_Hybrids	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000257.1	BGC0000257.1	Streptomyces griseoviridis DNA, includes prodigiosin biosynthetic gene cluster, strain: 2464-S5	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces griseoviridis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000289.1	BGC0000289.1	Actinomadura sp. ATCC 39727 gene cluster for biosynthesis of glycopeptide antibiotic A40926, strain ATCC 39727	NRPS.T3PKS	PKS-NRP_Hybrids	Nonomuraea gerenzanensis	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
BGC0000290.1	BGC0000290.1	Streptomyces toyocaensis strain NRRL 15009 biosynthetic gene cluster A47934, complete sequence	NRPS.T3PKS	PKS-NRP_Hybrids	Streptomyces toyocaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000311.1	BGC0000311.1	Amycolatopsis balhimycina biosynthetic gene cluster for balhimycin, strain DSM 5908	NRPS.T3PKS	PKS-NRP_Hybrids	Amycolatopsis balhimycina DSM 5908	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000335.1	BGC0000335.1	Cystobacter fuscus strain MCy9118 cystomanamide biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Cystobacter fuscus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Cystobacter
BGC0000345.1	BGC0000345.1	Streptomyces hygroscopicus strain ATCC 53709 transposase gene, complete cds; eponemycin biosynthetic gene cluster, complete sequence; and transposase gene, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000346.1	BGC0000346.1	Goodfellowiella coeruleoviolacea strain ATCC 53904 FAD-dependent oxidoreductase gene, complete cds; epoxomicin biosynthetic gene cluster, complete sequence; and MarR-like transcriptional regulator gene, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Goodfellowiella coeruleoviolacea	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Goodfellowiella
BGC0000353.1	BGC0000353.1	Streptomyces sp. MA6548 FK506 peptide synthetase (fkbP), FK506 oxidase (fkbO), and FK506 polyketide synthase (fkbB) genes, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. MA6548	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000365.1	BGC0000365.1	Mycobacterium smegmatis isolate mc2 155 insertion sequence IS1096 TnpA (tnpA) and TnpR genes, complete cds; and GPL gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Mycolicibacterium smegmatis MC2 155	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
BGC0000380.1	BGC0000380.1	Sorangium cellulosum strain So ce690 leupyrrin gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000383.1	BGC0000383.1	Photorhabdus luminescens subsp. laumondii TTO1 complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Photorhabdus laumondii subsp. laumondii TTO1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus
BGC0000393.1	BGC0000393.1	Myxococcus xanthus DK 1622, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Myxococcus xanthus DK 1622	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0000394.1	BGC0000394.1	Streptomyces lusitanus naphthyridinomycin biosynthetic gene cluster, complete sequence	NRPS.PKS-like	PKS-NRP_Hybrids	Streptomyces lusitanus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000402.1	BGC0000402.1	Paenibacillus larvae subsp. larvae DSM 25430, complete genome	transAT-PKS.NRPS	PKS-NRP_Hybrids	Paenibacillus larvae subsp. larvae DSM 25430	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000418.1	BGC0000418.1	Amycolatopsis lurida strain NRRL2430 ristocetin biosynthetic gene cluster, complete sequence	NRPS.T3PKS	PKS-NRP_Hybrids	Amycolatopsis lurida	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000419.1	BGC0000419.1	Amycolatopsis japonica strain MG417-CF17, complete genome	NRPS.T3PKS	PKS-NRP_Hybrids	Amycolatopsis japonica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000436.1	BGC0000436.1	Rhizobium sp. AP16 PMI03_contig82.82, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Rhizobium sp. AP16	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0000440.1	BGC0000440.1	Actinoplanes teichomyceticus gene cluster for biosynthesis of glycopeptide antibiotic teicoplanin	NRPS.T3PKS	PKS-NRP_Hybrids	Actinoplanes teichomyceticus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
BGC0000441.1	BGC0000441.1	Actinoplanes teichomyceticus teicoplanin gene cluster	NRPS.T3PKS	PKS-NRP_Hybrids	Actinoplanes teichomyceticus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
BGC0000455.1	BGC0000455.1	Amycolatopsis orientalis vancomycin biosynthetic gene cluster, complete sequence	NRPS.T3PKS	PKS-NRP_Hybrids	Amycolatopsis orientalis HCCB10007	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000467.1	BGC0000467.1	Y.enterocolitica irp1, irp3, irp4 and irp5 genes	T1PKS.NRPS	PKS-NRP_Hybrids	Yersinia enterocolitica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
BGC0000954.1	BGC0000954.1	Chondromyces crocatus ajudazol biosynthesis gene cluster, strain Cmc5	T1PKS.NRPS	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000955.1	BGC0000955.1	Myxococcus xanthus althiomycin biosynthetic gene cluster (almEDCABF genes), strain DK897	T1PKS.NRPS	PKS-NRP_Hybrids	Myxococcus xanthus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0000957.1	BGC0000957.1	Streptomyces sp. XZQH13 ansatrienin biosynthetic gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. XZQH13	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000958.1	BGC0000958.1	Streptomyces sp. S4, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. S4	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000959.1	BGC0000959.1	TPA_asm: Aspergillus nidulans FGSC A4 chromosome V	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000960.1	BGC0000960.1	Streptomyces sahachiroi azinomycin B gene cluster, partial sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sahachiroi	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000962.1	BGC0000962.1	Lyngbya majuscula barbamide biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Lyngbya
BGC0000963.1	BGC0000963.1	Streptomyces verticillus bleomycin biosynthetic gene cluster, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces verticillus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000965.1	BGC0000965.1	Streptomyces globisporus enediyne antitumor antibiotic C-1027 biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces globisporus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000966.1	BGC0000966.1	Actinoalloteichus sp. WH1-2216-6 putative formate acetyltransferase gene, partial cds; 50S ribosomal protein and ubiquinone/menaquinone biosynthesis melthyltransgerase genes, complete cds; caerulomycin A biosynthetic gene cluster, complete sequence; and F420-dependent NADP oxidoreductase coenzyme gene, partial cds	T1PKS.NRPS	PKS-NRP_Hybrids	Actinoalloteichus sp. WH1-2216-6	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
BGC0000967.1	BGC0000967.1	Uncultured Candidatus Entotheonella sp. calY, calX, calW, calV, calU, calT, calS, calR, calQ, calP, calO, calN, calM, calL, calK, calJ, calA, calB, calC, calD, calE, calF, calG, calH, calI genes, complete cds	transAT-PKS.PKS-like.transAT-PKS-like.NRPS	PKS-NRP_Hybrids	uncultured Candidatus Entotheonella sp.	Bacteria,Nitrospinae/Tectomicrobia group,Candidatus Tectomicrobia,Candidatus Entotheonella,environmental samples
BGC0000968.1	BGC0000968.1	Penicillium expansum chaetoglobosin biosynthetic gene cluster	T1PKS.NRPS	PKS-NRP_Hybrids	Penicillium expansum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000969.1	BGC0000969.1	Chondromyces crocatus chondramide biosynthetic gene cluster, strain Cmc5	T1PKS.NRPS	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000970.1	BGC0000970.1	Chondromyces crocatus chondrochloren biosynthesis gene cluster, strain Cmc5	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000971.1	BGC0000971.1	Streptomyces sp. JS360 cinnabaramide biosynthetic gene cluster	T1PKS.NRPS.transAT-PKS-like	PKS-NRP_Hybrids	Streptomyces cinnabarigriseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000972.1	BGC0000972.1	Escherichia coli colibactin polyketide biosynthesis gene cluster and flanking regions, strain IHE3034	T1PKS.NRPS	PKS-NRP_Hybrids	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000973.1	BGC0000973.1	Streptomyces sp. CS40 Collismycin A biosynthesis gene cluster, strain CS40	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. CS40	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000974.1	BGC0000974.1	Chondromyces crocatus crocacin biosynthetic gene cluster, strain Cmc5	T1PKS.NRPS	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000975.1	BGC0000975.1	Nostoc sp. ATCC 53789 cryptophycin biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Nostoc sp. ATCC 53789	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0000976.1	BGC0000976.1	Moorea producens 3L curacin biosynthetic gene cluster, complete sequence	T1PKS.NRPS.PKS-like.T3PKS	PKS-NRP_Hybrids	Moorea producens 3L	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Moorea
BGC0000978.1	BGC0000978.1	Cylindrospermopsis raciborskii AWT205 cylindrospermopsin biosynthesis gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Cylindrospermopsis raciborskii AWT205	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Cylindrospermopsis
BGC0000979.1	BGC0000979.1	Aphanizomenon sp. 10E9 cylindrospermopsin biosynthesis gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Aphanizomenon sp. 10E9	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Aphanizomenon
BGC0000980.1	BGC0000980.1	Aphanizomenon sp. 22D11 cylindrospermopsin biosynthesis gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Aphanizomenon sp. 22D11	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Aphanizomenon
BGC0000981.1	BGC0000981.1	Aphanizomenon sp. 10E6 RNA-binding S1 domain-containing protein, oxidoreductase alpha subunit, transposase, and hypothetical protein genes, complete cds; cylindrospermopsin biosynthesis gene cluster, complete sequence; and hypothetical proteins, putative nucleotidyl transferase, putative cell envelope-related transcriptional attenuator, pentapeptide repeat-containing protein, and putative integral membrane protein MviN genes, complete cds	NRPS-like.T1PKS	PKS-NRP_Hybrids	Aphanizomenon sp. 10E6	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Aphanizomenon
BGC0000982.1	BGC0000982.1	Cystobacter fuscus cystothiazole A gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Cystobacter fuscus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Cystobacter
BGC0000983.1	BGC0000983.1	Aspergillus clavatus NRRL 1 1099423829803 genomic scaffold, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus clavatus NRRL 1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000984.1	BGC0000984.1	Delftia acidovorans SPH-1, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Delftia acidovorans SPH-1	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia
BGC0000988.1	BGC0000988.1	Sorangium cellulosum strain So ce90 epothilone biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000989.1	BGC0000989.1	Sorangium cellulosum strain So0157-2 epothilone biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum So0157-2	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000990.1	BGC0000990.1	Sorangium cellulosum strain KYC3013 epothilone biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000991.1	BGC0000991.1	Sorangium cellulosum putative transposase gene, partial cds; putative transposase gene, complete cds; epothilone biosynthesis gene cluster, complete sequence; putative membrane protein gene, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000994.1	BGC0000994.1	Streptomyces hygroscopicus var. ascomyceticus FK520 biosynthetic gene cluster, partial sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces hygroscopicus subsp. ascomyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
