BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
19-131_neg_A_c1521.region001	c_000000001521	c_000000001521	T1PKS.NRPS	PKS-NRP_Hybrids		
19-131_neg_A_c1580.region001	c_000000001580	c_000000001580	T3PKS	PKSother		
19-131_neg_A_c181.region001	c_000000000181	c_000000000181	hglE-KS	PKSother		
19-131_neg_A_c483.region001	c_000000000483	c_000000000483	RRE-containing.hglE-KS	Others		
19-195_neg_A_c1262.region001	c_000000001262	c_000000001262	NRPS-like.T3PKS.T1PKS	PKS-NRP_Hybrids		
19-196_neg_A_c1749.region001	c_000000001749	c_000000001749	T1PKS.T3PKS	PKSother		
19-196_neg_A_c219.region001	c_000000000219	c_000000000219	NRPS-like.T1PKS	PKS-NRP_Hybrids		
19-196_neg_A_c7534.region001	c_000000007534	c_000000007534	T1PKS.NRPS	PKS-NRP_Hybrids		
19-197_neg_A_c1040.region001	c_000000001040	c_000000001040	T1PKS.hglE-KS	PKSother		
19-197_neg_A_c1232.region001	c_000000001232	c_000000001232	T3PKS	PKSother		
19-197_neg_A_c165.region001	c_000000000165	c_000000000165	T1PKS.NRPS	PKS-NRP_Hybrids		
19-197_neg_A_c1710.region001	c_000000001710	c_000000001710	NRPS-like.T3PKS.T1PKS	PKS-NRP_Hybrids		
19-251_neg_A_c3745.region001	c_000000003745	c_000000003745	hglE-KS	PKSother		
19-251_neg_A_c5428.region001	c_000000005428	c_000000005428	NRPS-like.T1PKS.T3PKS	PKS-NRP_Hybrids		
19-282_neg_A_c3186.region001	c_000000003186	c_000000003186	hglE-KS	PKSother		
19-282_neg_A_c357.region001	c_000000000357	c_000000000357	hglE-KS	PKSother		
19-338_neg_A_c1170.region001	c_000000001170	c_000000001170	T3PKS	PKSother		
19-338_neg_A_c1352.region001	c_000000001352	c_000000001352	NRPS-like.T1PKS	PKS-NRP_Hybrids		
19-338_neg_A_c2488.region001	c_000000002488	c_000000002488	hglE-KS	PKSother		
19-338_neg_A_c3005.region001	c_000000003005	c_000000003005	T3PKS	PKSother		
19-338_neg_A_c5166.region001	c_000000005166	c_000000005166	T1PKS.NRPS	PKS-NRP_Hybrids		
19-388_neg_A_c138.region001	c_000000000138	c_000000000138	T3PKS	PKSother		
19-388_neg_A_c1527.region001	c_000000001527	c_000000001527	NRPS-like.T1PKS.T3PKS	PKS-NRP_Hybrids		
19-388_neg_A_c648.region001	c_000000000648	c_000000000648	hglE-KS	PKSother		
19-388_neg_A_c656.region001	c_000000000656	c_000000000656	T1PKS.NRPS	PKS-NRP_Hybrids		
19-41.2_neg_A_c1142.region001	c_000000001142	c_000000001142	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids		
19-41.2_neg_A_c1507.region001	c_000000001507	c_000000001507	hglE-KS	PKSother		
19-41.2_neg_A_c1586.region001	c_000000001586	c_000000001586	T1PKS.NRPS.hglE-KS	PKS-NRP_Hybrids		
19-41.2_neg_A_c1858.region001	c_000000001858	c_000000001858	hglE-KS	PKSother		
19-4_neg_A_c10937.region001	c_000000010937	c_000000010937	T1PKS.NRPS	PKS-NRP_Hybrids		
19-4_neg_A_c4680.region001	c_000000004680	c_000000004680	NRPS-like.T1PKS.T3PKS	PKS-NRP_Hybrids		
19-4_neg_A_c9712.region001	c_000000009712	c_000000009712	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids		
19-84_neg_A_c1417.region001	c_000000001417	c_000000001417	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids		
19-8_neg_A_c1375.region001	c_000000001375	c_000000001375	hglE-KS	PKSother		
19-8_neg_A_c775.region001	c_000000000775	c_000000000775	hglE-KS	PKSother		
19-8_neg_A_c9506.region001	c_000000009506	c_000000009506	NRPS-like.T3PKS.T1PKS	PKS-NRP_Hybrids		
BGC0000014.1	BGC0000014.1	Polyangium cellulosum strain So ce10 histidine kinase response regulator gene, partial cds; hypothetical protein genes, complete cds; ambruticin gene cluster, complete sequence; and hypothetical protein genes, complete cds	NRPS-like.T1PKS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000020.1	BGC0000020.1	Actinosynnema pretiosum subsp. auranticum maytansinoid antitumor agent ansamitocin biosynthetic gene cluster I, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Actinosynnema pretiosum subsp. auranticum	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema
BGC0000026.1	BGC0000026.1	Streptomyces viridochromogenes Tue57 Avilamycin A biosynthetic gene cluster, complete sequence	T1PKS.PKS-like.oligosaccharide	Others	Streptomyces viridochromogenes Tue57	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000033.1	BGC0000033.1	Micromonospora echinospora calicheamicin biosynthetic locus, complete sequence	T1PKS.PKS-like.oligosaccharide	Others	Micromonospora echinospora	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0000034.1	BGC0000034.1	Streptomyces sp. FR-008 heptaene macrolide complex synthesis gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. FR-008	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000036.1	BGC0000036.1	Streptomyces antibioticus acetyltransferase gene, partial cds; hypothetical protein and Orf0 genes, complete cds; chlorothricin biosynthetic gene cluster, complete sequence; ChlC7, ChlB1, ChlB4, ChlB2, ChlB3, ChlH, ChlC5, ChlC4, ChlC3, ChlI, ChlJ, ChlF2, ChlK, ChlC2, ChlC1, ChlC6, ChlL, peptidase M20, putative helicase, and ankyrin genes, complete cds; tankyrase1-binding protein gene, partial cds; and unknown gene	T1PKS.PKS-like	PKSother	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000061.1	BGC0000061.1	Streptomyces sp. FR-008 heptaene macrolide complex synthesis gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. FR-008	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000062.1	BGC0000062.1	Gibberella moniliformis fumonisin biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Fusarium verticillioides	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0000063.1	BGC0000063.1	Fusarium oxysporum strain FRC O-1890 fumonisin biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Fusarium oxysporum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum species complex
BGC0000064.1	BGC0000064.1	Gibberella fujikuroi FUSS (fusA) gene, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Fusarium verticillioides	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0000065.1	BGC0000065.1	Streptomyces galbus strain KCCM 41354 transcriptional regulator, dehydrogenase, oxidoreductase, hydrolase, DNA binding protein, and O-methyltransferase genes, complete cds; methoxymalonyl-ACP biosynthesis gene locus, complete sequence; monooxygenase, beta-ketoacyl synthases, acyltransferase, oxidoreductase, transcriptional regulator, dehydratase, transport protein, dehydratase, transcriptional regulators, lipoprotein, peptidase, fatty acid desaturase, and oxidoreductase genes, complete cds; and unknown genes	PKS-like	PKSother	Streptomyces galbus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000066.1	BGC0000066.1	Streptomyces hygroscopicus strain NRRL 3602 geldanamycin biosynthesis gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000067.1	BGC0000067.1	Streptomyces hygroscopicus subsp. duamyceticus strain JCM4427 geldanamycin biosynthesis gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces hygroscopicus subsp. duamyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000074.1	BGC0000074.1	Streptomyces hygroscopicus strain AM 3672 herbimycin polyketide biosynthetic gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000075.1	BGC0000075.1	Streptomyces sp. LZ35 hygrocin biosynthetic gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. LZ35	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000083.1	BGC0000083.1	Streptomyces amphibiosporus strain ATCC 53964 lactimidomycin gene cluster, complete sequence	transAT-PKS	PKSother	Streptomyces amphibiosporus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000090.1	BGC0000090.1	Actinosynnema pretiosum subsp. pretiosum strain ATCC 31280 macbecin biosynthesis gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Actinosynnema pretiosum subsp. pretiosum	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema
BGC0000091.1	BGC0000091.1	Streptomyces sp. CNQ-617 marineosin biosynthetic gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. CNQ-617	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000106.1	BGC0000106.1	Streptomyces sp. CS naphthomycin biosynthetic gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. CS	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000108.1	BGC0000108.1	Streptomyces chattanoogensis strain L10 natamycin biosynthetic gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces chattanoogensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000118.1	BGC0000118.1	Streptomyces pactum pactamycin biosynthetic gene cluster, partial and complete cds, strain: NBRC 13433	T1PKS.arylpolyene.PKS-like	Others	Streptomyces pactum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000119.1	BGC0000119.1	Streptomyces pactum strain ATCC 27456 pactamycin biosynthetic gene cluster, partial sequence	T1PKS.arylpolyene.PKS-like	Others	Streptomyces pactum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000122.1	BGC0000122.1	Nannocystis pusilla strain B150 phenylnannolone gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Nannocystis pusilla	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Nannocystaceae,Nannocystis
BGC0000125.1	BGC0000125.1	Streptomyces natalensis pimaricin biosynthetic gene cluster	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces natalensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000136.1	BGC0000136.1	Amycolatopsis mediterranei rifamycin biosynthetic gene cluster	NRPS-like.T1PKS	PKS-NRP_Hybrids	Amycolatopsis mediterranei S699	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000137.1	BGC0000137.1	Salinispora arenicola CNS-205, complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids	Salinispora arenicola CNS-205	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000138.1	BGC0000138.1	Streptomyces diastaticus polyketide rim gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces diastaticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000145.1	BGC0000145.1	Salinispora tropica strain CNB-476 salinosporamide A biosynthetic gene cluster, partial sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Salinispora tropica	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000150.1	BGC0000150.1	Salinispora tropica CNB-440, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000165.1	BGC0000165.1	Dactylosporangium aurantiacum subsp. hamdenensis strain NRRL 18085 tiacumicin biosynthesis gene cluster, genomic sequence	T1PKS.PKS-like	PKSother	Dactylosporangium aurantiacum subsp. hamdenensis	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium
BGC0000171.1	BGC0000171.1	Streptomyces himastatinicus ATCC 53653 9-methylstreptimidone biosynthesis gene cluster	transAT-PKS	PKSother	Streptomyces himastatinicus ATCC 53653	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000172.1	BGC0000172.1	Brevibacillus laterosporus PE36 PE_F_(paired)_contig_20, whole genome shotgun sequence	transAT-PKS	PKSother	Brevibacillus laterosporus PE36	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
BGC0000173.1	BGC0000173.1	Burkholderia gladioli strain DMSZ11318 putative regulator gene, partial cds; putative regulator gene, complete cds; and bongkrekic acid biosynthentic gene cluster, partial sequence	transAT-PKS.PKS-like.T3PKS	PKSother	Burkholderia gladioli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0000174.1	BGC0000174.1	Candidatus Endobugula sertula isolate DEEP bryostatin ABCDX gene cluster, complete sequence	transAT-PKS-like	PKSother	Candidatus Endobugula sertula	Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus Endobugula
BGC0000175.1	BGC0000175.1	Streptomyces sp. YIM 56141 hypothetical protein genes, complete cds; cycloheximide biosynthetic gene cluster, complete sequence; and hypothetical protein genes, complete cds	lanthipeptide.NRPS-like.transAT-PKS	Others	Streptomyces sp. YIM 56141	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000176.1	BGC0000176.1	Bacillus amyloliquefaciens dif gene cluster directing synthesis of difficidin/oxydifficidin, strain FZB42	transAT-PKS.transAT-PKS-like	PKSother	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0000177.1	BGC0000177.1	Streptomyces platensis subsp. rosaceus strain NRRL 18993 dorrigocin/migrastatin gene cluster, complete sequence	transAT-PKS	PKSother	Streptomyces platensis subsp. rosaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000178.1	BGC0000178.1	Chitinophaga sancti major facilitator superfamily protein gene, complete cds; and biosynthesis gene cluster, complete sequence	transAT-PKS.T3PKS.PKS-like.transAT-PKS-like.NRPS-like	PKS-NRP_Hybrids	Chitinophaga sancti	Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga
BGC0000179.1	BGC0000179.1	Sorangium cellulosum 'So ce 56' complete genome	transAT-PKS	PKSother	Sorangium cellulosum So ce56	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000180.1	BGC0000180.1	Legionella parisiensis strain ATCC 35299 lgl gene cluster, complete sequence	NRPS-like.transAT-PKS-like	PKS-NRP_Hybrids	Legionella parisiensis	Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
BGC0000181.1	BGC0000181.1	Bacillus amyloliquefaciens pks2 gene cluster, strain FZB42	transAT-PKS	PKSother	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0000182.1	BGC0000182.1	Pseudomonas fluorescens NCIMB 10586 mupirocin biosynthetic gene cluster	hserlactone.transAT-PKS.PKS-like	Others	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000184.1	BGC0000184.1	Sorangium cellulosum strain So ce12 sorangicin gene cluster, complete sequence	transAT-PKS.transAT-PKS-like	PKSother	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000185.1	BGC0000185.1	Teredinibacter turnerae T7901, complete genome	transAT-PKS	PKSother	Teredinibacter turnerae T7901	Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter
BGC0000186.1	BGC0000186.1	Burkholderia thailandensis E264 chromosome II, complete sequence	transAT-PKS.PKS-like.transAT-PKS-like.NRPS	PKS-NRP_Hybrids	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000190.1	BGC0000190.1	Streptomyces sp. SANK 61196 SAN biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Streptomyces sp. SANK 61196	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000191.1	BGC0000191.1	Streptomyces galilaeus aklavinone-aclacinomycin biosynthesis gene cluster, complete cds	PKS-like.T2PKS	PKSother	Streptomyces galilaeus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000192.1	BGC0000192.1	Streptomyces galilaeus aclacinomycin biosynthesis gene cluster, partial sequence	T2PKS.PKS-like	PKSother	Streptomyces galilaeus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000194.1	BGC0000194.1	Streptomyces coelicolor A3(2) complete genome	T2PKS	PKSother	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0000195.1	BGC0000195.1	Streptomyces sp. CM020 alnumycin gene cluster, complete sequence	T2PKS	PKSother	Streptomyces sp. CM020	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000197.1	BGC0000197.1	Streptomyces echinatus aranciamycin biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Streptomyces echinatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000198.1	BGC0000198.1	Salinispora arenicola CNB527 B033DRAFT_scaffold_1.2_C, whole genome shotgun sequence	T2PKS	PKSother	Salinispora arenicola CNB527	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000199.1	BGC0000199.1	Uncultured bacterium clone AZ129 arimetamycin gene cluster, complete sequence	T2PKS.oligosaccharide	Others	uncultured bacterium	Bacteria,environmental samples
BGC0000200.1	BGC0000200.1	Uncultured bacterium arixanthomycin gene cluster, complete sequence	T2PKS	PKSother	uncultured bacterium	Bacteria,environmental samples
BGC0000201.1	BGC0000201.1	Streptomyces aureofaciens strain CCM3239 plasmid pSA3239, complete sequence	T2PKS	PKSother	Streptomyces aureofaciens	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000202.1	BGC0000202.1	Kibdelosporangium sp. MJ126-NF4 azicemicins biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Kibdelosporangium sp. MJ126-NF4	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium
BGC0000203.1	BGC0000203.1	Amycolatopsis orientalis subsp. vinearia strain BA-07585 BE-7585A biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Amycolatopsis orientalis subsp. vinearia	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000204.1	BGC0000204.1	Streptomyces sp. A2991200 benG gene, benF gene, benE gene, benD gene, benA gene, benB gene, benC gene, benH gene, benJ gene, benR gene, benL gene and benQ gene	T2PKS	PKSother	Streptomyces sp. A2991200	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000205.1	BGC0000205.1	Candidatus Endobugula sertula isolate DEEP transposase-like protein gene, complete cds; bryostatin PQRS gene cluster, complete sequence; and oxidoreductase gene, complete cds	PKS-like.T3PKS	PKSother	Candidatus Endobugula sertula	Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus Endobugula
BGC0000208.1	BGC0000208.1	Amycolatopsis sulphurea strain NRRL 2822 chelocardin biosynthesis gene cluster, complete sequence	T2PKS	PKSother	Amycolatopsis sulphurea	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000209.1	BGC0000209.1	Streptomyces aureofaciens strain F3 chlortetracycline biosynthesis gene cluster, partial sequence	T2PKS	PKSother	Kitasatospora aureofaciens	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
BGC0000210.1	BGC0000210.1	Streptomyces griseus subsp. griseus chromomycin A3 biosynthesis gene cluster, strain ATCC13273	T2PKS.oligosaccharide	Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000211.1	BGC0000211.1	Streptomyces albaduncus chrysomycin biosynthetic gene cluster	T2PKS	PKSother	Streptomyces albaduncus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000212.1	BGC0000212.1	Streptomyces sp. SPB74 genomic scaffold supercont3.1, whole genome shotgun sequence	T2PKS.PKS-like	PKSother	Streptomyces sp. SPB074	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000214.1	BGC0000214.1	Streptomyces olindensis DAUFPE 5622 cosmomycin gene cluster, partial sequence	T2PKS.PKS-like	PKSother	Streptomyces olindensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000215.1	BGC0000215.1	S.curacoi polyketide synthase gene cluster	T2PKS	PKSother	Streptomyces cyaneus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000216.1	BGC0000216.1	Dactylosporangium sp. SC14051 dactylocycline biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Dactylosporangium sp. SC14051	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium
BGC0000217.1	BGC0000217.1	Streptomyces sp. aklaviketone reductase (dauE) gene; cyclase/dehydrase (dauA) gene; polyketide reductase (dauB) gene; oxygenase, polyketide synthase, acyltransferase (dauA) genes; aklanonic acid methyltransferase (dauC) gene	T2PKS.PKS-like	PKSother	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000218.1	BGC0000218.1	Streptomyces peucetius daunorubicin-doxorubicin polyketide synthase (dnrH, dpsA-dpsF) genes, ORF5 and ORF8, complete cds	T2PKS.PKS-like	PKSother	Streptomyces peucetius	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000219.1	BGC0000219.1	Streptomyces olivaceus elloramycin gene cluster, strain Tu 2353	T2PKS	PKSother	Streptomyces olivaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000220.1	BGC0000220.1	Streptomyces maritimus enterocin biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Streptomyces maritimus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000221.1	BGC0000221.1	Uncultured soil bacterium V167 Erd gene cluster, complete sequence; and unknown genes	T2PKS	PKSother	uncultured soil bacterium V167	Bacteria,environmental samples
BGC0000222.1	BGC0000222.1	Streptomyces sp. TA-0256 DNA, FD-594 producer gene cluster	T2PKS	PKSother	Streptomyces sp. TA-0256	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000223.1	BGC0000223.1	Uncultured bacterium BAC AB649/1850 fluostatin biosynthetic gene cluster, complete sequence	T2PKS	PKSother	uncultured bacterium BAC AB649/1850	Bacteria,environmental samples
BGC0000224.1	BGC0000224.1	Streptomyces griseus fredericamycin biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Streptomyces griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000225.1	BGC0000225.1	Streptomyces roseofulvus frenolicin biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Streptomyces roseofulvus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000226.1	BGC0000226.1	Streptomyces griseoflavus strain Goe 3592 gilvocarcin biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Streptomyces griseoflavus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000227.1	BGC0000227.1	Streptomyces violaceoruber Tu22 granaticin biosynthetic gene cluster	T2PKS	PKSother	Streptomyces violaceoruber	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
